 advice, reward, choices, results, timeToReadInstructions, timeToTakeQuiz, quizWrongTriesCounter, answerTimePerRound
0 0 0 0 0 0 0 1 0 0,481,1 0 1 1 0 1 1 0 0 0,21 70 78 92 29 5 64 7 24 91,5.5924,42.8217,1,7.1171 3.3172 1.2523 1.5642 0.6989 0.6329 0.4310 0.6883 0.4851 0.6745
0 0 0 0 0 0 0 0 0 0,320,0 0 0 0 0 0 0 0 0 1,36 2 14 45 61 19 12 9 33 89,74.7933,130.684,0,14.5335 7.9748 14.3603 4.3180 6.3449 6.6725 5.3116 2.0650 1.6308 1.3225
0 0 1 1 0 0 0 0 0 0,493,0 1 1 1 1 1 1 1 0 0,2 43 80 64 71 45 54 9 35 90,36.1114,33.3176,0,7.7304 1.8977 1.3588 1.3360 3.3491 1.9046 1.4508 1.9045 1.8673 2.7868
0 0 0 0 0 0 0 0 0 0,411,1 1 0 0 1 0 1 0 1 1,62 20 75 30 63 73 28 17 18 25,46.9771,34.6869,1,3.1053 2.5626 2.6643 1.8587 1.3951 2.2958 1.3813 1.4888 1.1956 1.3272
0 0 0 0 0 0 1 0 0 0,541,0 0 0 0 0 1 1 1 0 0,32 61 74 100 0 70 36 35 100 33,20.3782,43.0406,1,12.4127 1.0799 2.9633 3.8408 1.3513 0.5739 0.7597 0.7050 0.5038 0.6419
0 0 0 1 0 0 0 0 0 0,496,0 0 1 0 0 1 0 0 0 1,0 8 93 43 78 87 3 82 27 75,29.3469,71.2751,2,7.3604 5.2060 4.7099 7.4497 4.8219 1.8483 2.7359 4.8399 2.6541 0.9594
0 0 0 0 0 0 0 0 0 0,491,1 1 1 1 1 1 1 1 1 1,0 69 27 1 75 76 92 95 12 44,75.9358,72.4305,1,34.5151 13.0351 5.1097 4.5563 2.5909 1.9908 2.7910 1.5271 1.2871 1.2076
0 0 1 1 0 0 0 0 0 0,421,0 1 1 1 0 1 1 1 1 0,12 43 93 27 20 55 71 54 27 19,5.236,23.731,0,4.7260 1.3700 1.1370 0.9350 0.8100 1.5480 1.3080 1.2830 0.8950 1.8200
0 0 0 0 0 0 0 0 0 0,512,0 0 0 0 0 0 0 0 1 1,33 40 49 72 52 84 50 12 76 44,68.4751,47.099,1,7.6186 2.8363 2.2521 4.6619 2.2682 1.9481 1.2653 1.4103 1.2498 4.0284
0 0 0 0 0 1 0 0 0 0,515,0 0 0 0 1 1 1 0 1 1,70 55 56 6 84 82 11 5 53 93,12.1535,36.2488,2,4.4770 3.8640 3.5022 5.4327 0.8786 0.7202 1.2488 0.5284 0.7776 0.8405
0 0 0 1 0 0 0 0 0 0,375,1 0 1 0 1 1 1 0 1 1,33 2 9 52 93 43 47 38 52 6,133.182,205.938,1,14.0350 5.8450 4.8310 1.3760 3.1950 8.4150 4.9500 0.9890 1.8200 1.6180
0 0 0 0 0 0 0 0 0 0,384,0 0 0 0 0 0 0 0 0 0,27 47 94 27 4 8 20 41 17 99,105.1074,133.1051,1,12.8853 8.3458 3.9252 6.8427 3.0098 4.0565 3.0022 3.2607 3.0285 2.5206
0 0 0 0 1 0 0 0 0 0,535,1 0 0 1 1 1 1 0 1 0,82 80 27 59 24 69 35 93 56 10,30.6467,40.8926,1,6.5010 1.6552 1.6182 1.2252 0.5936 1.0161 0.7899 1.9979 1.2271 0.8849
0 0 0 1 1 0 0 0 0 0,514,1 0 1 1 1 1 1 1 1 1,27 11 37 63 79 64 89 66 74 4,63.1923,81.3529,1,8.8308 2.1290 3.8357 1.5058 1.0642 0.7916 1.5924 0.9637 1.1298 1.0558
0 0 0 0 0 0 0 1 0 0,681,0 1 0 1 1 0 1 0 1 0,88 40 59 97 64 56 88 88 74 27,33.7881,87.5403,1,4.7063 0.9198 0.6869 0.5880 0.6119 0.4280 0.7890 0.5931 0.4649 0.5290
0 0 0 0 0 0 0 0 0 0,569,0 0 1 0 0 0 0 0 0 0,78 81 15 56 55 12 86 77 82 27,37.3731,25.9866,1,5.5730 2.4898 1.4258 0.6734 0.6956 0.7769 0.5688 0.7360 2.0820 0.5112
0 0 0 1 0 0 0 0 0 0,438,1 0 1 0 1 0 0 1 0 1,87 44 10 45 31 89 17 49 64 2,85.8327,128.4312,0,11.8799 2.5756 4.4141 5.4483 3.4076 7.3991 11.1671 3.1441 5.1356 3.6406
0 0 0 0 0 0 0 0 0 0,621,0 0 0 0 0 0 0 0 0 0,57 80 54 82 12 77 32 98 41 88,30.718,79.4765,1,15.8289 5.6120 7.4041 2.8408 1.4781 1.5977 1.5599 1.3983 1.3688 1.7520
0 0 0 0 0 0 0 0 1 0,413,0 0 0 0 0 0 0 1 0 0,55 19 21 36 40 19 1 54 69 99,133.5194,103.5729,0,7.9383 7.9904 8.8720 2.3656 2.8515 4.1593 3.9271 2.7441 2.9773 2.4045
0 0 0 0 0 0 0 1 0 0,530,0 0 0 0 0 0 1 1 1 1,45 27 50 54 78 7 91 41 72 65,159.5384,35.6413,0,6.1266 4.8338 5.2970 5.8122 2.7655 4.7096 4.8499 6.6339 4.9321 4.7870
0 0 0 0 0 1 0 0 0 0,525,1 0 1 0 1 0 1 0 1 0,69 99 79 11 36 74 47 17 18 75,37.8307,55.3342,0,10.0063 2.4341 3.9800 1.0521 2.9742 2.4630 2.0018 1.2326 1.3169 5.7917
0 0 0 0 0 0 0 0 0 0,603,1 1 1 1 1 1 1 1 1 1,95 59 50 100 78 98 1 68 49 5,110.6514,45.6181,0,6.2387 2.4083 6.5175 1.9570 1.7123 1.7656 3.0820 2.0880 1.9841 1.9811
0 0 0 0 1 0 0 0 0 0,579,0 0 0 1 1 1 1 1 1 0,8 51 39 97 86 63 72 89 1 73,47.7634,42.1126,1,6.9327 10.0695 5.6498 4.8588 1.9792 2.3832 2.7882 3.9342 1.2895 0.8393
0 0 0 0 0 0 0 1 0 0,385,0 0 0 1 0 0 1 1 1 0,27 50 45 38 22 2 70 86 39 6,70.1159,39.951,2,9.7013 3.0795 2.1757 0.7920 2.4238 0.7277 1.2560 15.0795 1.3675 3.8877
0 0 0 0 0 0 0 0 0 0,595,0 0 0 0 0 0 0 0 0 0,60 77 78 71 19 73 62 12 70 73,51.1334,21.5152,0,9.7383 1.8396 1.4184 1.5709 1.3254 0.7800 0.7255 1.2844 0.6159 0.6107
0 0 1 1 0 0 0 0 0 0,355,0 1 1 1 0 0 1 1 1 1,18 51 42 9 34 27 43 28 83 20,81.893,27.418,0,4.8810 3.1800 1.8160 3.9490 1.2410 2.4340 6.3110 2.4310 1.7980 1.5570
0 0 1 1 0 0 0 0 0 0,423,0 1 1 1 1 0 0 1 1 0,8 99 90 62 0 19 19 54 38 34,47.9403,123.2585,1,28.9344 24.5890 13.1081 7.4793 12.6772 3.2519 5.3142 5.0702 4.9882 35.1338
0 0 0 0 0 0 0 0 0 0,507,1 0 0 0 1 0 0 0 0 1,35 97 79 54 11 5 17 96 56 57,72.729,52.9,2,6.3380 4.3480 3.8660 1.7920 1.3570 1.1250 0.8720 1.5070 1.1290 0.8950
0 0 0 1 0 0 0 0 0 0,488,0 0 1 0 0 0 1 1 1 1,96 41 86 2 4 5 50 78 100 26,49.8471,64.8581,0,4.3085 7.0238 2.6447 4.4304 1.0196 8.9400 1.6408 5.8246 1.9811 1.7366
0 0 0 0 0 1 0 0 0 0,393,1 1 0 0 1 1 0 1 0 0,16 96 9 24 5 94 67 50 7 25,29.5921,72.5281,1,7.6360 5.6006 5.5521 1.4877 0.9192 3.7994 0.8321 0.9282 0.7119 0.5757
0 0 0 0 0 0 0 0 0 0,519,0 0 0 0 0 0 0 0 0 0,28 87 57 36 66 29 92 77 29 18,68.6505,47.985,1,8.8339 7.5082 13.9218 4.8626 3.4579 2.3046 6.1964 1.7514 9.9583 1.6679
0 0 0 0 0 0 0 0 0 0,470,0 0 0 0 0 0 0 0 0 0,61 32 62 5 48 85 78 26 33 40,21.8905,35.824,1,7.0845 3.0941 1.0618 0.8612 2.5471 1.1809 1.0122 0.6199 0.6879 0.5483
0 0 0 1 0 0 0 0 0 0,533,0 0 1 1 0 0 1 0 0 0,72 91 83 39 26 17 15 86 42 62,50.8479,12.0725,0,5.9899 5.2952 1.6489 0.7777 1.2265 0.8557 0.5660 0.5602 1.9077 0.6700
0 0 0 0 1 0 0 0 0 0,424,0 0 1 1 0 1 0 1 1 0,75 11 30 76 45 32 46 75 26 8,60.8796,25.274,0,4.7663 4.5592 4.5590 3.6545 3.3375 2.9775 1.8177 3.8836 4.9982 2.3983
0 0 1 1 0 0 0 0 0 0,581,0 1 1 1 1 1 1 1 0 0,8 72 65 88 67 36 55 10 94 86,29.9847,27.1622,1,10.5721 3.5333 9.2854 0.9064 1.9138 0.7859 0.7645 1.3771 1.7574 2.7260
0 0 0 0 0 0 0 0 0 0,447,0 0 0 0 0 0 0 0 0 0,10 65 33 54 28 66 76 3 37 75,71.316,23.8849,0,4.1726 2.0734 3.1467 2.7830 1.6701 6.3122 1.3758 1.0428 1.1129 2.9647
0 0 0 0 1 0 0 0 0 0,538,1 1 0 1 1 0 0 1 1 0,80 2 2 65 30 72 34 66 95 92,23.1711,40.0432,2,4.9568 7.3821 3.3377 2.9016 0.8400 0.7222 1.3765 0.5197 0.5138 0.5997
0 0 0 1 0 0 0 0 0 0,475,0 0 1 1 0 1 0 1 1 1,91 17 64 9 42 73 10 35 39 95,39.8302,31.2705,2,3.1557 3.3379 3.6821 2.5512 1.0134 2.0902 1.4746 1.3642 1.8099 3.4035
0 0 0 0 0 0 0 0 0 0,519,0 0 1 0 0 1 0 0 0 1,88 44 61 90 77 17 20 60 24 38,50.2418,24.9961,0,8.9790 13.3797 11.1559 12.0101 7.3879 7.2358 4.0139 4.1013 7.1783 1.9600
0 0 0 0 0 0 0 0 0 0,439,0 0 0 0 0 0 0 0 0 0,66 58 14 41 48 5 93 35 36 43,13.3463,51.8547,1,5.2874 5.5357 1.1200 2.0799 3.3598 0.5679 0.7441 0.7756 0.8157 0.6000
0 0 0 0 0 1 0 0 0 0,429,0 0 1 0 1 1 1 1 0 1,99 40 47 3 63 42 77 2 10 46,45.4824,34.2388,1,7.2200 2.9517 2.6240 4.3197 1.2898 1.8989 3.5838 2.2416 0.8839 1.7858
0 0 0 0 0 0 0 0 0 0,421,0 0 0 0 0 0 0 0 0 0,71 79 33 19 35 75 26 31 48 4,33.6178,19.9897,0,5.7761 4.4425 1.9921 2.1612 0.7743 1.4840 0.8262 2.0835 2.5408 2.2994
0 0 0 0 0 0 0 1 0 0,450,0 0 0 0 0 0 1 1 0 1,26 15 20 70 76 46 53 50 21 73,58.49,33.247,0,3.1710 5.5040 1.5430 0.8400 2.8380 0.9180 2.0070 5.8520 1.6380 2.0780
0 0 0 0 0 0 0 0 0 0,458,0 0 0 0 0 0 0 0 0 0,82 48 46 35 20 20 46 45 30 86,94.9344,47.0433,1,7.7677 6.5108 2.4446 4.1361 3.5107 2.2303 3.2299 1.0250 1.9731 1.0745
0 0 0 0 0 0 0 0 0 0,561,0 0 0 0 0 0 0 0 0 0,23 93 46 76 41 86 48 69 76 3,35.4622,38.1177,0,7.5975 3.3868 7.9047 3.2262 6.6110 1.3223 1.2363 2.4877 1.5851 1.1995
0 0 0 1 0 0 0 0 0 0,452,0 0 1 0 1 1 1 1 1 1,13 34 29 1 87 50 18 39 96 85,83.6565,92.7145,0,11.6726 11.7440 13.0764 13.7280 8.2357 7.2476 6.4352 4.8397 7.4156 8.3475
0 0 0 0 0 0 0 0 0 0,391,0 0 0 0 0 0 0 0 0 0,54 30 41 3 71 76 28 41 33 14,37.4268,14.8954,0,3.3707 2.1056 3.1092 1.0526 0.9397 0.8987 0.5264 0.8172 0.5991 0.5750
0 0 1 1 0 0 0 0 0 0,450,0 1 1 0 1 1 0 1 1 1,42 88 16 23 52 4 21 71 93 40,57.4914,34.6629,0,14.4108 8.9774 5.5215 5.1608 4.3152 3.7049 3.7593 1.6935 1.6063 1.6856
0 0 0 0 0 0 0 0 0 0,221,0 0 0 0 0 0 0 0 0 0,0 11 20 17 2 24 63 29 18 37,53.8271,28.419,0,5.2998 2.0174 1.2665 4.9813 2.3467 2.8643 1.4438 2.5973 3.2307 3.0905
0 0 1 0 0 0 0 0 0 0,509,0 1 0 1 0 1 1 1 0 1,28 48 58 32 29 89 74 23 33 95,161.9811,48.9266,0,5.7704 4.7543 4.0295 7.0176 3.6320 3.4846 2.6719 2.0766 2.8448 3.0267
0 0 1 1 0 0 0 0 0 0,425,0 1 1 0 1 1 1 1 1 1,20 29 47 4 59 80 40 58 51 37,48.9778,59.0642,0,7.6587 2.0897 2.3822 1.4183 0.6587 1.2251 0.6877 0.6960 0.6442 0.7267
0 0 0 0 0 0 0 0 0 0,568,1 1 1 1 0 1 1 0 0 0,8 24 64 77 44 35 50 83 88 95,30.1555,27.2119,2,2.4286 1.5516 0.9478 0.6558 0.4361 0.5557 0.3798 0.3578 0.9479 1.9120
0 0 0 0 0 0 0 0 0 0,580,0 0 0 0 0 0 0 0 0 0,84 45 73 41 62 29 48 40 65 93,32.7036,26.303,0,7.9230 5.1798 1.1489 2.1903 2.1055 2.3587 2.2165 1.6708 2.2418 1.5091
0 0 0 0 0 1 0 0 0 0,472,0 1 0 0 1 1 0 0 0 1,45 43 83 13 59 15 97 19 12 86,51.9153,42.5095,2,5.6205 4.2427 2.9838 3.1789 1.1818 0.8752 0.7012 1.6357 1.8158 0.7319
0 0 0 0 0 1 0 0 0 0,567,0 0 0 0 1 1 1 1 0 1,61 59 56 13 64 95 87 8 72 52,5.0538,21.0064,0,2.8866 2.3144 1.0422 4.7500 20.8136 20.2101 36.0298 2.0264 10.8872 5.5791
0 0 0 0 0 0 0 0 0 0,522,0 0 0 0 0 0 0 0 0 0,3 42 60 46 62 72 21 79 39 98,275.8335,45.4514,0,10.6800 2.6399 0.6650 1.2550 0.8468 0.5119 0.3919 0.5999 0.5680 0.4319
0 0 0 0 0 0 0 0 0 0,569,1 1 0 0 1 1 0 0 1 1,4 56 98 29 92 24 86 45 64 71,18.5363,42.705,2,6.8704 5.1127 0.9986 0.6806 1.0433 0.9648 0.7445 0.6222 0.6211 0.7882
0 0 0 0 0 0 0 0 0 0,499,0 0 0 0 0 0 0 0 0 0,47 34 78 14 53 40 92 54 8 79,33.7548,25.0948,1,8.9280 6.1134 1.7314 1.5537 0.8545 0.8924 4.4322 0.8103 0.9369 1.0287
0 0 0 0 0 0 0 0 0 0,401,0 1 0 1 0 1 0 1 0 0,52 43 3 3 83 32 90 6 67 22,50.4273,44.9074,0,3.5878 2.0018 0.6432 0.5729 0.6921 0.6119 0.5425 0.5124 0.6519 0.6131
0 0 0 0 0 0 0 0 0 0,620,0 0 0 0 0 0 0 0 0 0,59 56 50 28 61 67 52 96 69 82,151.8325,145.0252,1,11.4557 9.3904 10.7714 4.9656 11.2072 2.9883 1.4856 3.5128 5.2540 1.7221
0 0 0 0 0 0 0 0 0 0,343,0 0 0 0 0 0 0 0 0 0,67 3 23 47 56 57 4 0 74 12,32.3655,28.2713,0,6.8327 4.3097 2.1965 5.4512 5.2454 3.5971 3.8975 10.4186 1.6656 11.3502
0 0 1 1 0 0 0 0 0 0,373,0 1 1 0 1 0 0 1 0 0,25 88 41 45 32 75 24 17 2 24,47.4226,28.5656,0,5.9007 2.6097 3.1273 1.9353 2.6889 2.1494 2.0706 0.6074 0.8542 1.3825
0 0 0 0 0 0 0 0 0 0,531,1 0 0 0 1 1 0 0 1 1,88 58 94 42 10 95 37 60 33 14,7.0791,44.0303,1,6.8166 2.8499 1.2211 0.7265 0.5704 0.7414 1.3368 0.5199 0.4901 0.5261
0 0 0 0 0 1 0 0 0 0,407,0 0 0 0 1 1 1 1 0 1,35 50 65 22 51 72 48 11 9 44,23.1975,28.1103,2,5.5713 3.4178 1.3541 1.1974 1.7338 2.5614 2.9659 1.1178 0.9643 2.3347
0 0 0 0 0 0 0 0 0 0,346,0 0 0 0 0 0 0 0 0 0,25 15 24 1 75 17 2 88 60 39,10.465,81.634,2,6.1160 3.4860 2.2100 0.7000 0.5840 0.7770 2.2930 1.0090 0.7780 0.6850
0 0 0 1 0 0 0 0 0 0,527,1 0 1 0 1 1 0 1 0 1,95 72 63 46 30 44 21 26 50 80,9.522,34.255,2,13.3440 37.1030 121.9720 2.5860 2.3270 1.0140 0.9900 0.7680 0.6070 1.3520
0 0 0 0 0 0 0 0 0 0,511,0 0 0 0 0 0 0 0 0 0,30 85 26 92 22 8 54 92 23 79,20.2444,48.2319,2,4.7808 3.9994 1.4082 0.5679 1.0401 0.5994 0.6160 0.5694 1.4239 0.6002
0 0 0 0 0 0 0 0 0 0,496,0 0 1 0 0 0 0 1 1 1,23 50 6 89 71 87 11 68 75 16,71.0842,34.7184,0,3.5183 9.8775 4.5006 6.9717 2.3275 2.4229 1.4265 1.5406 7.0640 3.6708
0 0 1 1 0 0 0 0 0 0,361,0 1 1 0 1 1 0 1 0 1,28 65 23 53 45 23 9 61 3 51,16.4255,51.3084,2,7.5918 3.7899 3.3000 1.8854 2.5400 1.8020 1.5139 1.4583 4.1838 1.3782
0 0 0 0 0 0 0 0 0 0,466,0 0 0 0 0 0 0 0 0 0,58 55 41 28 66 45 15 90 63 5,66.5612,29.5621,0,11.9692 1.8207 1.3256 1.3985 1.2683 1.3510 1.2070 1.2517 2.1790 3.6690
0 0 0 0 0 1 0 0 0 0,477,1 1 0 0 1 1 0 0 1 1,79 83 19 74 95 66 10 1 50 0,9.0492,34.8801,1,3.0215 0.6039 0.6845 0.5536 5.6633 3.5305 2.4129 0.5741 0.5164 0.4863
0 0 0 0 0 0 0 0 0 0,697,1 1 1 1 1 1 1 1 1 1,69 74 97 55 57 73 47 64 100 61,108.0599,37.6141,0,24.1659 2.5090 1.2181 6.7529 1.9164 1.3168 1.5012 1.8716 2.7865 1.3012
0 0 1 1 0 0 0 0 0 0,453,0 1 1 0 1 0 1 0 1 1,9 59 84 89 18 92 87 11 0 4,11.4671,120.3437,0,86.1559 1.2236 0.5597 0.7196 0.5195 0.6398 1.1437 0.6473 0.4634 0.3355
0 0 0 0 1 0 0 0 0 0,606,1 1 0 1 0 0 1 1 0 1,78 34 25 73 40 54 51 89 86 76,357.5959,60.231,2,44.7083 4.4946 1.5835 4.0796 0.7435 0.7998 0.7198 1.4236 0.6133 1.2238
0 0 0 0 0 0 1 0 0 0,466,0 0 1 1 0 1 1 1 1 1,50 42 30 26 6 70 45 91 65 41,38.5,44.804,1,6.2050 8.5070 1.2690 2.7140 1.2870 1.0450 6.5990 3.0740 1.6610 1.3520
0 0 0 0 1 0 0 0 0 0,660,1 0 0 1 1 0 1 1 1 1,90 36 25 50 47 78 78 73 96 87,27.5482,114.6856,1,15.1215 5.1322 1.7344 1.4216 1.9524 1.8114 1.6721 1.7196 2.7820 4.8973
0 0 0 0 0 0 1 0 0 0,614,0 0 0 0 0 1 1 0 0 0,78 50 28 75 50 66 70 88 33 76,93.4548,45.0678,0,5.0871 7.8648 6.1742 3.6518 3.4279 1.0701 5.3203 6.5917 5.0398 3.8400
0 0 0 0 0 0 0 0 0 0,400,0 0 0 0 0 0 0 0 0 0,57 8 19 39 75 63 15 35 30 59,6.125,47.154,0,31.9290 0.7100 1.5070 0.6440 0.6680 0.7420 0.5840 0.6390 0.5840 0.7170
1 1 1 1 1 1 1 1 1 1,501,1 1 1 1 1 0 0 1 1 1,27 53 50 49 28 5 15 83 96 95,4.491,16.9908,0,2.6939 1.7540 0.5617 0.5396 0.4547 0.4401 0.8355 0.2939 0.3916 0.3109
1 1 1 1 1 1 0 1 1 1,440,1 1 1 1 1 0 0 0 0 0,57 17 64 16 70 88 34 59 33 2,4.3801,45.7018,1,5.5631 1.1437 1.1359 0.6710 0.5041 0.4240 1.6329 0.9521 1.0321 0.5609
1 1 1 1 1 1 1 1 1 1,445,1 1 1 1 1 1 1 1 1 1,19 79 64 37 68 0 29 3 66 80,25.852,42.335,1,3.3290 6.8380 1.2240 0.8100 0.6890 0.7260 0.5870 0.9000 0.5670 0.6330
1 1 1 1 1 1 0 1 1 1,412,1 1 0 1 1 0 0 0 0 0,83 32 37 14 1 78 97 4 32 34,4.8555,37.8721,1,8.2895 4.4191 0.6641 2.5268 0.8362 4.6151 1.9949 1.6612 0.6477 0.6234
1 1 1 1 1 1 1 1 1 1,404,1 1 0 1 1 0 1 1 1 1,31 72 10 14 1 22 64 95 27 68,23.3539,22.5996,1,4.2854 1.7839 7.8318 1.1519 0.6079 0.8399 1.2719 0.6559 0.7119 0.5599
1 1 0 1 1 1 1 1 1 1,656,1 0 1 0 1 0 0 0 0 1,29 100 72 77 46 97 52 70 66 47,18.1395,59.8911,2,4.3832 2.1054 1.6966 0.8182 0.6335 1.2092 1.0812 0.9064 1.0431 0.6630
1 1 1 0 0 1 1 1 1 1,489,1 1 0 0 0 0 1 1 0 1,75 18 64 60 25 53 50 61 36 47,9.9513,35.8873,1,5.4943 4.3290 2.0367 1.3855 3.7564 6.7189 3.1937 7.7198 1.4847 1.6643
1 1 0 1 1 1 1 1 1 1,606,1 0 1 0 1 0 0 0 0 1,53 71 74 14 74 64 98 54 95 9,11.8065,54.6721,0,3.3979 0.9913 0.9681 1.5677 0.9195 2.4711 1.2316 1.2636 1.3449 0.9596
1 1 1 1 1 1 1 1 1 1,422,1 0 1 1 1 1 1 0 1 1,47 3 0 99 73 2 63 82 0 53,132.789,41.9406,0,6.1648 9.7325 1.6378 2.1044 1.2891 1.4359 0.8147 3.4088 1.3304 2.1901
1 1 1 1 1 1 1 1 1 1,649,0 0 0 0 1 1 1 1 1 0,65 87 47 67 66 98 90 98 25 6,90.2962,51.8152,2,1.9558 2.9358 2.9760 1.3437 1.0240 0.7199 1.0719 1.4000 0.7280 0.5120
1 1 1 0 1 1 1 1 1 1,497,0 1 0 1 0 1 0 1 1 1,48 53 80 94 10 13 41 24 84 50,4.8321,10.969,0,7.4206 0.3030 0.2398 0.3037 0.4712 0.4639 0.3038 0.6317 1.3201 0.6563
1 1 0 1 1 1 1 1 1 1,634,1 0 0 1 1 0 0 1 0 0,90 100 36 50 38 86 16 62 85 71,149.38,28.048,1,20.6540 2.5590 3.9630 0.8730 1.5100 0.6330 0.7690 1.5660 1.3780 1.1370
1 1 1 1 1 1 1 1 1 1,650,1 1 1 1 1 1 1 1 1 1,84 95 7 97 62 70 75 53 19 88,41.8792,26.3263,0,5.5631 3.5565 2.2861 7.4308 3.4894 2.1669 2.7429 2.0735 2.2587 2.0670
1 1 1 1 1 1 1 1 1 1,594,1 1 1 1 1 1 1 1 1 1,32 58 41 43 91 76 33 55 97 68,71.3439,101.6512,1,7.9920 1.3879 1.1361 1.0926 0.9358 1.0157 1.0280 0.8606 0.8516 1.2922
1 1 1 1 1 1 1 1 1 1,603,1 0 1 1 1 1 1 1 1 1,60 8 99 41 82 94 41 59 69 50,257.9768,30.997,0,4.2876 2.6095 1.4024 1.4646 1.1951 1.1947 2.1728 1.1217 1.1593 1.3793
1 1 1 1 1 0 1 1 1 1,462,1 1 1 1 0 0 0 0 0 1,69 33 32 32 71 50 49 35 8 83,11.688,38.1313,1,9.9176 7.1042 3.7038 8.2962 1.4237 3.0558 2.2637 6.3918 2.4475 0.8966
1 1 0 0 1 1 1 1 1 1,563,1 0 0 1 0 0 1 1 0 1,44 73 50 21 77 35 92 61 29 81,42.0076,43.265,1,3.8160 1.7270 3.7771 1.3128 1.0269 1.1702 1.0874 1.9177 2.0143 0.6946
1 1 1 1 1 1 1 1 1 1,472,1 1 0 1 1 1 0 1 1 1,96 71 5 69 30 8 8 76 98 11,64.1297,29.0034,0,8.5964 1.6639 1.4990 0.7928 0.7090 1.8790 0.4140 0.4410 0.7178 0.4990
1 1 0 1 1 1 1 1 1 1,363,1 0 1 1 0 0 1 0 1 0,27 30 1 2 64 36 84 26 44 49,9.4577,10.847,0,8.2355 1.5458 2.8090 2.3016 1.3392 2.4689 1.5460 1.5574 1.1179 2.3577
1 1 1 1 0 1 1 1 1 1,607,1 0 1 0 0 0 1 1 0 1,69 52 46 92 44 25 99 58 22 100,313.3658,78.2991,2,8.7952 7.4581 4.2072 4.9771 4.6808 2.0130 1.5598 13.1302 2.9442 1.2945
1 1 1 1 1 1 1 1 1 1,587,1 1 1 1 1 1 1 1 1 1,76 85 74 93 26 81 3 55 36 58,137.581,126.091,1,19.7490 11.1080 10.7340 6.0140 5.9690 4.4830 4.7470 1.9520 4.6240 2.5150
1 1 1 0 1 1 1 1 1 1,535,1 1 0 1 1 0 1 0 1 1,85 38 78 60 67 29 56 42 52 28,99.2304,53.1774,0,6.2467 3.9028 0.9030 0.9920 1.4795 0.9008 0.4251 1.6020 0.5256 0.6818
1 1 1 1 1 1 1 1 1 1,688,0 0 0 0 0 0 0 0 0 0,73 44 71 66 92 58 88 9 98 89,211.2528,69.7716,0,13.6703 4.0819 6.6639 2.5606 3.9939 2.3574 1.6794 3.5722 1.0470 5.0888
1 1 1 1 1 1 1 1 1 1,455,1 1 1 0 0 1 1 1 1 1,95 25 4 13 18 52 66 76 22 84,61.01,39.9485,0,6.1724 2.7359 2.6118 1.3642 1.6579 1.3637 0.9138 0.9920 0.7978 1.1859
1 1 0 0 1 1 1 1 1 1,422,1 0 0 0 0 0 0 0 0 0,20 47 75 60 37 12 60 25 77 9,73.036,44.435,0,9.9195 3.8459 2.4383 4.7242 4.1257 3.9537 5.1440 4.1818 6.6641 1.9581
1 1 1 1 1 1 0 1 1 1,542,0 0 1 1 1 0 0 1 1 0,67 24 88 45 51 94 28 58 8 79,27.2478,49.559,1,10.8250 2.7096 1.0143 0.7657 0.5659 0.5800 0.4099 5.8638 0.5119 0.4739
1 1 1 1 1 0 1 1 1 1,523,1 1 1 1 0 0 1 1 0 1,94 63 48 18 63 22 91 12 50 62,2.554,28.1876,1,4.4172 1.8298 3.3139 1.3759 0.5658 0.8819 0.5099 0.9220 0.5739 2.1377
1 1 0 0 1 1 1 1 1 1,578,1 0 0 0 1 0 0 0 0 0,74 92 100 19 15 7 83 72 31 85,37.8706,46.9739,1,14.7268 10.3338 12.8163 7.7014 4.1970 2.4382 3.4846 2.0741 9.0668 6.0714
1 1 1 1 1 1 1 1 1 1,505,1 1 0 1 1 1 1 1 0 1,67 20 4 60 31 84 30 45 89 75,25.4123,56.5477,2,41.5756 5.0674 7.1997 6.2287 2.2639 3.0710 11.7011 1.5682 1.2416 1.2299
1 1 1 1 1 1 1 0 1 1,487,1 1 0 1 1 1 0 0 0 1,56 35 19 79 55 6 82 80 61 14,96.4119,42.4398,0,10.4800 2.3120 1.0702 0.8878 0.7541 0.8362 0.9990 3.7353 5.5674 2.0331
1 1 1 1 1 1 1 1 1 1,531,1 1 1 1 1 1 1 1 1 1,33 22 74 32 23 82 59 84 75 47,26.3175,42.3348,1,5.1327 1.2074 0.8631 0.9361 0.8314 0.8473 0.6236 0.5757 0.6488 0.6325
1 1 1 1 0 1 1 1 1 1,493,1 1 1 0 0 1 1 1 0 0,84 56 1 64 61 91 23 9 19 85,143.6748,27.0038,1,3.9292 3.9393 0.7425 1.0688 1.6045 1.2108 2.1277 0.4684 0.7464 1.3587
1 1 1 1 1 1 1 1 1 1,537,1 1 1 0 1 0 1 1 1 0,53 69 96 60 62 9 62 94 32 0,60.1205,40.196,1,6.0042 6.0273 2.8173 5.6436 1.0004 6.7437 0.9317 3.3283 0.6697 0.5383
1 1 0 1 1 1 1 1 1 1,564,1 0 1 0 1 0 1 0 1 0,50 81 45 35 70 68 71 32 67 45,10.3582,13.7613,0,2.7657 1.1995 1.3359 0.9759 2.2716 0.8077 1.4691 1.5597 1.4812 1.4959
